YYYY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE_ft
1999,1,13,4,,49,5.5,6.4,1.33,7.69,6.01,,1018.5,0.0,,,,
1999,1,13,5,,34,5.5,6.8,1.27,7.69,5.81,,1019.3,0.5,,,,
1999,1,13,6,,7,6.4,7.4,1.2,9.09,5.67,,1018.9,-1.8,,,,
1999,1,13,7,,11,7.7,9.3,1.11,10.0,5.39,,1018.6,-2.3,,,,
1999,1,13,8,,31,6.9,8.2,1.13,11.11,5.21,,1018.0,-2.0,,,,
1999,1,13,9,,6,6.2,7.4,1.16,8.33,5.0,,1017.8,-1.9,,,,
1999,1,13,10,,5,7.6,8.8,1.22,9.09,5.04,,1017.3,-2.9,,,,
1999,1,13,11,,5,7.2,8.1,1.2,10.0,4.89,,1016.4,-2.9,,,,
1999,1,13,12,,18,3.5,4.0,1.14,10.0,4.59,,1016.2,-3.1,,,,
1999,1,13,13,,360,3.5,4.2,1.12,10.0,5.03,,1016.0,-3.4,,,,
1999,1,13,14,,350,3.7,4.7,1.06,10.0,4.67,,1016.2,-3.9,,,,
1999,1,13,15,,359,3.5,4.3,1.17,10.0,4.36,,1016.1,-3.9,,,,
1999,1,13,16,,348,4.3,5.0,1.2,10.0,4.16,,1016.8,-4.6,,,,
1999,1,13,17,,358,4.3,5.1,1.41,4.35,4.22,,1017.7,-5.0,,,,
1999,1,13,18,,15,3.4,4.1,1.37,4.35,4.24,,1018.2,-4.8,,,,
1999,1,13,19,,360,3.4,4.5,1.3,4.76,4.31,,1020.3,-4.4,,,,
1999,1,13,20,,4,3.0,3.7,1.22,4.76,4.48,,1021.8,-3.6,,,,
1999,1,13,21,,7,3.4,4.0,1.14,9.09,4.65,,1023.5,-3.6,,,,
1999,1,13,22,,7,3.7,4.6,1.14,9.09,4.55,,1025.3,-3.5,,,,
1999,1,13,23,,348,5.3,6.2,1.32,3.45,4.26,,1027.0,-4.8,,,,
1999,1,14,0,,350,5.8,7.1,1.34,4.0,4.36,,1028.9,-6.6,,,,
1999,1,14,1,,350,7.2,8.4,1.35,4.0,4.34,,1030.5,-8.5,,,,
1999,1,14,2,,353,12.0,15.1,1.38,4.0,4.33,,1031.8,-9.6,,,,
1999,1,14,3,,355,13.1,15.4,1.52,4.0,4.34,,1033.3,-11.2,,,,
1999,1,14,4,,1,11.9,15.3,1.55,4.0,4.29,,1034.8,-11.8,,,,
1999,1,14,5,,3,12.7,15.8,1.63,6.67,4.5,,1036.0,-12.7,,,,
1999,1,14,6,,8,13.3,16.7,1.55,5.56,4.43,,1036.6,-13.6,,,,
1999,1,14,7,,2,14.0,17.5,1.71,4.76,4.44,,1037.5,-14.9,,,,
1999,1,14,8,,7,15.3,18.5,2.05,6.25,4.84,,1038.5,-15.0,,,,
1999,1,14,9,,4,13.3,17.0,1.92,5.0,4.87,,1039.7,-16.2,,,,
1999,1,14,10,,9,11.9,15.3,1.95,4.76,4.87,,1040.8,-16.8,,,,
1999,1,14,11,,16,11.4,14.3,1.71,6.67,4.92,,1041.8,-17.6,,,,
1999,1,14,12,,17,12.2,16.0,1.95,6.67,5.13,,1042.2,-17.5,,,,
1999,1,14,13,,22,11.9,15.2,1.96,6.67,5.19,,1043.2,-17.9,,,,
1999,1,14,14,,19,11.4,14.2,1.97,6.25,5.0,,1044.8,-17.7,,,,
1999,1,14,15,,13,10.7,14.7,2.05,6.67,5.17,,1045.3,-17.7,,,,
1999,1,14,16,,18,9.0,12.1,2.05,6.67,5.32,,1045.0,-16.7,,,,
1999,1,14,17,,15,8.7,11.1,1.85,7.69,5.28,,1043.8,-16.6,,,,
1999,1,14,18,,355,9.1,12.2,1.67,8.33,5.29,,1043.4,-15.4,,,,
1999,1,14,19,,353,8.2,11.8,1.64,7.14,5.23,,1042.8,-14.1,,,,
1999,1,14,20,,7,7.3,9.5,1.45,9.09,5.11,,1042.6,-13.6,,,,
1999,1,14,21,,19,7.2,9.4,1.4,7.14,5.02,,1042.6,-13.0,,,,
1999,1,14,22,,28,8.3,10.5,1.4,9.09,5.12,,1041.9,-12.6,,,,
1999,1,14,23,,26,8.3,9.8,1.29,7.14,4.93,,1042.1,-12.5,,,,
1999,1,15,0,,16,8.7,12.0,1.33,5.26,4.76,,1041.6,-12.4,,,,
1999,1,15,1,,14,10.3,13.1,1.4,5.0,4.57,,1040.7,-12.2,,,,
1999,1,15,2,,15,11.1,13.8,1.47,4.55,4.4,,1039.2,-11.4,,,,
1999,1,15,3,,19,11.7,13.9,1.62,5.56,4.59,,1038.0,-11.6,,,,
1999,1,15,4,,19,11.0,13.3,1.71,5.56,4.68,,1037.5,-11.4,,,,
1999,1,15,5,,19,10.7,13.3,1.79,6.67,4.81,,1036.4,-10.8,,,,
1999,1,15,6,,20,10.9,13.0,2.07,6.67,5.04,,1035.0,-10.3,,,,
1999,1,15,7,,19,11.8,14.5,2.03,5.88,5.01,,1033.5,-9.9,,,,
1999,1,15,8,,12,11.9,14.3,2.19,6.25,5.11,,1032.5,-9.4,,,,
1999,1,15,9,,17,11.5,14.0,2.1,7.14,5.04,,1030.4,-8.9,,,,
1999,1,15,10,,11,11.3,13.9,2.33,6.67,5.24,,1029.0,-8.6,,,,
1999,1,15,11,,8,11.9,13.9,2.86,7.69,5.81,,1027.0,-8.7,,,,
1999,1,15,12,,12,11.5,13.5,3.06,8.33,5.97,,1026.5,-7.8,,,,
1999,1,15,13,,12,11.8,13.9,2.85,9.09,5.89,,1026.0,-6.5,,,,
1999,1,15,14,,5,11.2,13.9,3.39,9.09,6.38,,1025.3,-4.4,,,,
1999,1,15,15,,20,7.3,9.8,3.7,9.09,6.83,,1017.9,-2.1,,,,
1999,1,15,16,,350,1.1,1.3,4.36,10.0,7.59,,1015.0,-0.9,,,,
1999,1,15,17,,348,0.9,1.8,3.81,10.0,7.31,,1011.5,3.2,,,,
1999,1,15,18,,176,10.7,17.7,4.16,10.0,7.39,,1009.3,7.5,,,,
1999,1,15,19,,171,6.4,11.7,4.64,10.0,7.79,,1006.7,7.6,,,,
1999,1,15,20,,143,15.7,20.1,4.89,10.0,7.54,,1003.0,8.0,,,,
1999,1,15,21,,143,14.7,18.1,4.18,10.0,7.1,,1001.5,8.1,,,,
1999,1,15,22,,159,13.3,16.5,5.4,11.11,7.69,,1000.6,8.5,,,,
1999,1,15,23,,153,12.5,15.6,4.42,10.0,7.29,,998.5,8.0,,,,
1999,1,16,0,,169,15.2,18.1,4.07,10.0,6.91,,996.8,8.5,,,,
1999,1,16,1,,200,11.3,14.1,4.6,10.0,7.44,,997.4,7.3,,,,
1999,1,16,2,,224,7.4,9.5,3.75,10.0,6.99,,998.4,5.3,,,,
1999,1,16,3,,236,10.9,14.6,3.34,10.0,7.04,,999.4,3.9,,,,
1999,1,16,4,,248,12.7,16.9,3.23,9.09,7.11,,1000.0,3.1,,,,
1999,1,16,5,,255,13.1,16.3,2.98,10.0,6.92,,1000.4,2.0,,,,
1999,1,16,6,,257,12.1,14.9,2.65,10.0,6.88,,1001.2,1.1,,,,
1999,1,16,7,,252,11.4,14.7,2.32,10.0,6.57,,1002.7,-0.1,,,,
1999,1,16,8,,256,12.4,16.5,2.54,10.0,6.68,,1003.7,-1.3,,,,
1999,1,16,9,,256,11.4,14.7,2.36,10.0,6.44,,1005.4,-1.8,,,,
1999,1,16,10,,254,13.1,17.5,2.27,10.0,6.09,,1006.4,-2.6,,,,
1999,1,16,11,,260,11.7,14.4,1.95,10.0,5.64,,1007.1,-3.1,,,,
1999,1,16,12,,249,10.2,12.3,1.77,9.09,5.81,,1008.3,-3.1,,,,
1999,1,16,13,,234,11.2,14.1,1.85,10.0,5.53,,1009.0,-3.4,,,,
1999,1,16,14,,231,11.6,14.0,1.5,10.0,4.89,,1009.6,-3.6,,,,
1999,1,16,15,,246,12.0,15.1,1.53,10.0,5.12,,1010.4,-3.5,,,,
1999,1,16,16,,248,9.4,11.4,1.44,10.0,4.86,,1010.5,-3.0,,,,
1999,1,16,17,,248,7.7,9.1,1.45,9.09,5.01,,1009.4,-2.4,,,,
1999,1,16,18,,220,8.7,10.6,1.42,10.0,5.48,,1009.1,-1.5,,,,
1999,1,16,19,,214,10.7,13.0,1.67,11.11,5.45,,1009.2,-1.5,,,,
1999,1,16,20,,216,9.9,12.4,1.72,11.11,5.37,,1009.6,-0.6,,,,
1999,1,16,21,,220,9.5,11.2,1.95,12.5,5.95,,1009.7,-0.5,,,,
1999,1,16,22,,215,9.7,11.4,1.9,12.5,6.05,,1009.1,0.0,,,,
1999,1,16,23,,225,11.9,14.0,2.01,11.11,5.92,,1009.2,0.0,,,,
1999,1,17,0,,221,10.0,12.2,1.8,10.0,5.61,,1009.0,0.6,,,,
1999,1,17,1,,212,10.8,12.9,1.65,5.26,5.15,,1008.3,1.5,,,,
1999,1,17,2,,220,11.1,13.9,1.66,11.11,5.14,,1007.9,1.7,,,,
1999,1,17,3,,219,10.7,13.0,1.75,6.25,5.3,,1008.1,1.4,,,,
1999,1,17,4,,225,10.6,12.5,1.62,6.25,5.05,,1008.2,1.8,,,,
1999,1,17,5,,231,10.1,12.7,1.65,6.25,5.22,,1008.8,2.1,,,,
1999,1,17,6,,222,9.6,10.8,1.54,6.25,5.04,,1009.0,2.4,,,,
1999,1,17,7,,232,9.3,11.0,1.63,6.67,5.34,,1010.3,2.0,,,,
1999,1,17,8,,225,9.7,11.8,1.68,6.25,5.37,,1011.0,2.3,,,,
1999,1,17,9,,234,9.7,12.0,1.62,5.56,5.19,,1011.9,2.2,,,,
1999,1,17,10,,238,7.6,9.1,1.47,10.0,5.28,,1013.4,1.3,,,,
1999,1,17,11,,229,8.4,9.9,1.4,10.0,5.33,,1014.3,2.0,,,,
1999,1,17,12,,228,9.9,11.7,1.53,7.14,5.38,,1015.1,1.7,,,,
1999,1,17,13,,229,9.6,11.4,1.45,6.25,5.23,,1016.5,2.2,,,,
1999,1,17,14,,231,9.8,11.6,1.33,6.67,4.91,,1017.6,2.6,,,,
1999,1,17,15,,226,8.6,10.1,1.17,5.26,4.75,,1018.6,3.6,,,,
1999,1,17,16,,238,6.3,7.4,1.02,11.11,4.82,,1019.6,4.7,,,,
1999,1,17,17,,241,6.4,7.3,0.94,10.0,5.0,,1019.3,5.1,,,,
1999,1,17,18,,257,5.8,7.1,0.85,10.0,5.21,,1019.8,5.6,,,,
1999,1,17,19,,214,3.1,4.0,0.79,10.0,5.2,,1021.0,5.7,,,,
1999,1,17,20,,218,2.8,3.6,0.77,10.0,5.24,,1021.7,6.3,,,,
1999,1,17,21,,245,2.1,2.7,0.78,10.0,5.46,,1022.7,5.9,,,,
1999,1,17,22,,228,1.6,2.2,0.83,10.0,5.98,,1023.7,4.9,,,,
1999,1,17,23,,220,3.4,3.9,0.85,10.0,6.14,,1024.3,4.4,,,,
1999,1,18,0,,228,3.7,4.3,0.89,10.0,6.4,,1025.1,4.5,,,,
1999,1,18,1,,280,1.8,2.3,0.78,11.11,5.78,,1025.4,4.0,,,,
1999,1,18,2,,69,1.2,1.8,0.74,11.11,6.05,,1025.8,3.3,,,,
1999,1,18,3,,19,0.3,0.6,0.76,10.0,5.95,,1025.7,3.9,,,,
1999,1,18,4,,61,1.7,1.9,0.63,11.11,5.63,,1025.7,3.8,,,,
1999,1,18,5,,89,1.3,1.6,0.63,10.0,5.64,,1026.1,3.8,,,,
1999,1,18,6,,104,2.8,3.2,0.65,10.0,6.18,,1025.7,4.1,,,,
1999,1,18,7,,104,3.4,3.8,0.57,10.0,5.97,,1025.8,4.4,,,,
1999,1,18,8,,114,3.5,4.0,0.66,9.09,6.09,,1026.0,4.4,,,,
1999,1,18,9,,108,4.8,5.4,0.66,10.0,5.35,,1025.6,4.5,,,,
1999,1,18,10,,123,5.2,5.9,0.64,9.09,4.8,,1025.3,4.6,,,,
1999,1,18,11,,116,4.3,4.9,0.76,9.09,4.99,,1025.1,4.4,,,,
1999,1,18,12,,127,3.6,4.2,0.72,10.0,5.03,,1025.1,4.4,,,,
1999,1,18,13,,131,4.2,4.8,0.7,8.33,4.82,,1024.6,4.4,,,,
1999,1,18,14,,130,4.4,4.9,0.72,7.69,4.96,,1024.4,5.0,,,,
1999,1,18,15,,145,4.3,5.0,0.67,7.69,4.73,,1023.7,5.2,,,,
1999,1,18,16,,142,5.5,6.2,0.68,10.0,4.57,,1022.6,4.8,,,,
1999,1,18,17,,127,3.4,4.1,0.69,3.7,4.27,,1021.9,4.7,,,,
1999,1,18,18,,102,3.8,4.3,0.68,10.0,4.37,,1020.2,4.7,,,,
1999,1,18,19,,83,3.8,4.2,0.75,3.57,4.27,,1019.1,4.7,,,,
1999,1,18,20,,89,4.8,5.5,0.75,3.85,4.26,,1017.7,4.8,,,,
1999,1,18,21,,100,6.3,7.3,0.82,3.85,4.2,,1015.7,5.1,,,,
1999,1,18,22,,96,5.0,6.2,0.98,3.85,4.14,,1013.6,5.6,,,,
1999,1,18,23,,139,8.9,11.5,1.19,4.55,4.16,,1011.0,6.7,,,,
1999,1,19,0,,137,11.1,13.8,1.78,5.0,4.67,,1008.5,7.0,,,,
1999,1,19,1,,143,13.4,15.8,2.12,5.56,4.8,,1005.8,7.6,,,,
1999,1,19,2,,141,13.6,16.9,2.46,5.88,5.15,,1002.2,8.1,,,,
1999,1,19,3,,143,14.6,17.8,2.89,6.67,5.61,,999.0,8.3,,,,
1999,1,19,4,,203,16.9,22.7,3.21,7.69,5.9,,999.7,8.7,,,,
1999,1,19,5,,211,3.4,4.0,2.65,7.69,5.9,,999.8,6.3,,,,
1999,1,19,6,,211,10.0,11.9,2.6,7.69,6.09,,1001.9,5.8,,,,
1999,1,19,7,,223,9.1,10.7,2.33,7.69,5.87,,1003.3,5.4,,,,
1999,1,19,8,,227,9.5,11.2,2.3,7.69,6.01,,1004.1,4.4,,,,
1999,1,19,9,,223,8.9,10.6,2.08,8.33,6.11,,1005.1,3.8,,,,
1999,1,19,10,,209,10.2,12.2,1.87,8.33,5.73,,1005.5,3.8,,,,
1999,1,19,11,,211,7.6,8.9,1.91,7.69,6.11,,1006.0,3.6,,,,
1999,1,19,12,,215,9.2,11.1,1.68,7.69,5.52,,1006.2,3.9,,,,
1999,1,19,13,,213,10.1,11.5,1.7,7.69,5.36,,1006.6,3.7,,,,
1999,1,19,14,,205,10.0,11.7,1.66,7.14,4.97,,1007.2,4.2,,,,
1999,1,19,15,,206,11.4,14.1,1.7,7.14,4.97,,1006.9,4.5,,,,
1999,1,19,16,,204,11.5,14.1,1.89,7.14,5.22,,1006.5,4.8,,,,
1999,1,19,17,,203,10.9,13.6,1.86,6.67,4.97,,1005.8,4.7,,,,
1999,1,19,18,,200,8.9,10.5,1.81,6.25,5.17,,1005.5,4.8,,,,
1999,1,19,19,,213,7.2,8.7,1.69,7.14,5.27,,1005.6,5.3,,,,
1999,1,19,20,,243,10.1,12.6,1.52,7.69,5.35,,1005.9,6.2,,,,
1999,1,19,21,,242,12.9,16.6,1.41,6.25,4.81,,1006.4,4.9,,,,
1999,1,19,22,,235,10.6,12.5,1.44,6.67,4.88,,1007.2,3.9,,,,
1999,1,19,23,,224,11.0,13.6,1.46,8.33,5.05,,1008.0,3.6,,,,
1999,1,20,0,,225,9.4,11.1,1.52,8.33,5.42,,1009.0,3.6,,,,
1999,1,20,1,,228,11.7,14.2,1.6,9.09,5.47,,1008.9,3.4,,,,
1999,1,20,2,,219,8.9,11.3,1.74,9.09,5.44,,1009.7,3.0,,,,
1999,1,20,3,,225,11.7,15.0,1.73,9.09,5.28,,1009.3,2.6,,,,
1999,1,20,4,,232,12.1,14.9,1.65,8.33,5.12,,1009.5,2.4,,,,
1999,1,20,5,,228,12.0,14.6,1.57,10.0,4.99,,1009.8,2.2,,,,
1999,1,20,6,,226,11.7,14.0,1.45,5.26,4.8,,1009.5,2.1,,,,
1999,1,20,7,,233,11.7,13.9,1.44,5.26,4.72,,1010.5,1.9,,,,
1999,1,20,8,,234,11.1,12.9,1.43,5.56,4.67,,1011.0,1.7,,,,
1999,1,20,9,,237,11.9,13.8,1.36,9.09,4.64,,1011.3,1.7,,,,
1999,1,20,10,,239,11.3,13.1,1.18,9.09,4.37,,1011.8,1.7,,,,
1999,1,20,11,,240,10.3,12.4,1.15,9.09,4.75,,1012.6,1.5,,,,
1999,1,20,12,,233,9.5,11.0,1.13,9.09,4.75,,1013.8,1.3,,,,
1999,1,20,13,,234,8.9,10.2,1.12,9.09,4.6,,1014.6,1.5,,,,
1999,1,20,14,,239,6.8,8.4,1.03,8.33,4.76,,1014.8,1.4,,,,
1999,1,20,15,,252,9.0,10.3,0.98,9.09,5.02,,1014.6,2.5,,,,
1999,1,20,16,,245,7.6,8.8,0.87,9.09,4.46,,1014.4,3.1,,,,
1999,1,20,17,,228,7.2,8.5,0.81,10.0,4.43,,1014.2,3.7,,,,
1999,1,20,18,,203,8.2,9.4,0.81,9.09,4.34,,1013.5,3.8,,,,
1999,1,20,19,,252,7.0,8.2,0.76,9.09,4.53,,1013.6,4.9,,,,
1999,1,20,20,,252,8.2,9.5,0.75,8.33,4.59,,1014.0,4.9,,,,
1999,1,20,21,,255,6.6,8.2,0.69,10.0,4.04,,1015.0,4.7,,,,
1999,1,20,22,,266,5.4,6.1,0.73,9.09,4.43,,1015.8,4.2,,,,
1999,1,20,23,,260,6.7,8.0,0.69,9.09,4.77,,1016.5,4.1,,,,
1999,1,21,0,,259,6.9,8.1,0.65,8.33,4.92,,1017.3,3.6,,,,
1999,1,21,1,,243,4.7,5.4,0.65,8.33,4.86,,1017.7,3.3,,,,
1999,1,21,2,,250,5.4,6.2,0.62,8.33,5.0,,1018.0,2.9,,,,
1999,1,21,3,,245,6.0,6.8,0.56,8.33,4.84,,1018.2,2.4,,,,
1999,1,21,4,,257,6.3,7.2,0.53,8.33,4.75,,1018.5,2.0,,,,
1999,1,21,5,,257,4.5,5.3,0.54,10.0,4.79,,1019.2,1.0,,,,
1999,1,21,6,,260,4.3,5.0,0.54,10.0,5.01,,1019.4,1.1,,,,
1999,1,21,7,,289,2.0,2.6,0.5,10.0,4.7,,1020.3,0.5,,,,
1999,1,21,8,,293,1.9,2.4,0.49,9.09,4.68,,1020.7,0.3,,,,
1999,1,21,9,,277,1.6,2.0,0.47,10.0,4.78,,1020.9,0.0,,,,
1999,1,21,10,,209,0.9,1.4,0.48,9.09,4.48,,1021.1,0.1,,,,
1999,1,21,11,,279,2.0,2.4,0.49,9.09,4.47,,1022.1,0.1,,,,
1999,1,21,12,,262,1.0,1.4,0.46,8.33,4.39,,1022.5,-0.3,,,,
1999,1,21,13,,251,1.9,2.3,0.44,8.33,4.98,,1023.3,0.1,,,,
1999,1,21,14,,245,1.8,2.4,0.51,8.33,5.28,,1024.0,0.1,,,,
1999,1,21,15,,243,2.2,2.8,0.54,9.09,5.57,,1024.0,0.1,,,,
1999,1,21,16,,211,0.7,1.1,0.44,8.33,5.33,,1023.5,1.0,,,,
1999,1,21,17,,166,1.7,2.2,0.44,6.67,5.33,,1023.0,1.2,,,,
1999,1,21,18,,212,1.2,1.7,0.48,7.69,5.58,,1022.9,1.5,,,,
1999,1,21,19,,150,1.1,1.8,0.46,8.33,5.32,,1022.9,1.8,,,,
1999,1,21,20,,184,2.1,2.8,0.42,6.25,5.4,,1023.7,2.3,,,,
1999,1,21,21,,170,2.5,2.9,0.38,10.0,5.92,,1024.0,2.8,,,,
1999,1,21,22,,170,4.0,4.9,0.38,10.0,6.05,,1024.1,3.2,,,,
1999,1,21,23,,174,3.5,4.2,0.43,9.09,5.21,,1024.2,3.4,,,,
1999,1,22,0,,176,3.2,3.8,0.4,8.33,5.73,,1024.5,3.6,,,,
1999,1,22,1,,178,2.6,3.1,0.39,9.09,6.04,,1024.7,3.7,,,,
1999,1,22,2,,197,1.5,1.7,0.46,8.33,6.31,,1025.4,3.5,,,,
1999,1,22,3,,351,2.6,3.0,0.47,8.33,5.71,,1025.8,2.3,,,,
1999,1,22,4,,357,1.6,2.0,0.49,9.09,6.27,,1026.0,2.6,,,,
1999,1,22,5,,5,2.0,2.3,0.46,10.0,6.45,,1026.1,2.5,,,,
1999,1,22,6,,49,1.7,2.0,0.44,10.0,5.99,,1025.9,3.1,,,,
1999,1,22,7,,346,3.8,4.2,0.41,9.09,5.84,,1026.5,2.4,,,,
1999,1,22,8,,351,4.2,4.9,0.43,10.0,6.27,,1026.7,2.0,,,,
1999,1,22,9,,359,3.9,4.5,0.38,9.09,5.77,,1027.3,1.7,,,,
1999,1,22,10,,7,5.2,5.9,0.38,9.09,6.12,,1027.7,1.5,,,,
1999,1,22,11,,7,4.8,5.5,0.38,9.09,5.77,,1028.8,1.4,,,,
1999,1,22,12,,6,4.6,5.2,0.41,9.09,5.8,,1029.6,1.4,,,,
1999,1,22,13,,8,6.5,7.4,0.45,8.33,5.71,,1029.9,1.2,,,,
1999,1,22,14,,4,7.0,8.1,0.54,9.09,3.77,,1031.2,0.8,,,,
1999,1,22,15,,357,6.4,7.2,0.54,9.09,3.96,,1032.4,0.7,,,,
1999,1,22,16,,358,6.7,8.0,0.56,9.09,4.55,,1032.8,1.1,,,,
1999,1,22,17,,6,6.9,8.0,0.57,8.33,4.23,,1032.9,1.6,,,,
1999,1,22,18,,13,5.5,6.4,0.51,8.33,3.94,,1032.7,2.0,,,,
1999,1,22,19,,74,8.5,9.9,0.71,3.7,3.75,,1032.4,2.5,,,,
1999,1,22,20,,53,8.7,10.2,1.02,4.35,3.9,,1032.6,2.4,,,,
1999,1,22,21,,55,8.3,9.9,1.01,4.17,3.94,,1033.9,2.4,,,,
1999,1,22,22,,72,9.2,10.4,1.03,4.35,4.04,,1033.8,2.3,,,,
1999,1,22,23,,60,8.3,9.9,1.28,5.56,4.47,,1035.0,2.1,,,,
1999,1,23,0,,63,8.7,10.2,1.27,5.56,4.42,,1035.4,1.9,,,,
1999,1,23,1,,65,9.4,10.7,1.35,5.56,4.43,,1035.7,1.4,,,,
1999,1,23,2,,58,9.5,11.5,1.42,5.56,4.6,,1036.0,0.4,,,,
1999,1,23,3,,66,8.9,10.9,1.44,5.88,4.57,,1035.5,0.1,,,,
1999,1,23,4,,78,7.2,8.8,1.33,5.56,4.54,,1036.1,0.8,,,,
1999,1,23,5,,65,7.7,9.1,1.45,5.88,4.76,,1036.0,1.3,,,,
1999,1,23,6,,72,8.4,9.9,1.41,5.56,4.77,,1035.3,1.8,,,,
1999,1,23,7,,89,7.2,8.7,1.64,5.56,4.76,,1035.7,1.9,,,,
1999,1,23,8,,37,6.5,8.1,1.54,5.88,4.79,,1035.5,0.3,,,,
1999,1,23,9,,39,6.8,8.4,1.52,5.88,4.91,,1034.4,0.3,,,,
1999,1,23,10,,31,6.5,8.0,1.6,6.25,4.95,,1034.2,1.1,,,,
1999,1,23,11,,27,6.2,7.8,1.52,6.25,4.9,,1033.7,0.3,,,,
1999,1,23,12,,110,5.0,6.4,1.57,6.25,5.02,,1033.5,3.2,,,,
1999,1,23,13,,346,7.2,9.9,1.56,6.25,5.1,,1033.8,0.1,,,,
1999,1,23,14,,2,6.5,9.6,1.46,6.67,4.99,,1033.3,0.2,,,,
1999,1,23,15,,92,6.7,8.6,1.59,6.67,5.1,,1033.0,3.4,,,,
1999,1,23,16,,87,5.8,7.0,1.63,7.14,5.14,,1032.8,3.6,,,,
1999,1,23,17,,76,7.0,8.6,1.76,7.69,5.41,,1030.6,3.7,,,,
1999,1,23,18,,11,6.5,9.1,1.98,7.14,5.47,,1029.5,1.0,,,,
1999,1,23,19,,352,7.1,9.0,2.0,7.69,5.61,,1028.4,0.9,,,,
1999,1,23,20,,352,7.8,9.4,1.94,7.14,5.66,,1027.5,0.7,,,,
1999,1,23,21,,354,7.9,9.0,1.91,7.14,5.58,,1026.6,1.0,,,,
1999,1,23,22,,340,7.7,8.8,2.01,8.33,5.93,,1026.3,1.1,,,,
1999,1,23,23,,342,6.3,8.0,1.88,7.69,6.12,,1025.8,1.0,,,,
1999,1,24,0,,343,5.2,6.3,2.14,8.33,6.56,,1025.2,0.8,,,,
1999,1,24,1,,349,4.4,5.3,1.87,8.33,6.33,,1024.3,0.8,,,,
1999,1,24,2,,341,3.1,4.0,1.92,8.33,6.59,,1023.9,0.9,,,,
1999,1,24,3,,343,1.5,2.2,1.96,8.33,6.54,,1023.3,0.8,,,,
1999,1,24,4,,313,1.1,2.0,2.02,8.33,6.68,,1022.4,1.0,,,,
1999,1,24,5,,9,0.8,1.4,1.8,8.33,6.42,,1021.1,1.1,,,,
1999,1,24,6,,300,0.5,1.3,1.54,8.33,6.03,,1020.1,1.4,,,,
1999,1,24,7,,332,0.9,1.7,1.61,7.69,6.15,,1018.7,1.6,,,,
1999,1,24,8,,84,1.6,2.3,1.72,7.69,6.19,,1017.0,2.0,,,,
1999,1,24,9,,330,0.7,1.4,1.5,7.69,6.02,,1015.9,2.6,,,,
1999,1,24,10,,88,0.8,1.4,1.29,7.69,5.72,,1014.5,3.1,,,,
1999,1,24,11,,171,4.7,5.1,1.23,7.14,5.58,,1013.5,5.7,,,,
1999,1,24,12,,173,8.6,10.4,1.21,7.14,5.3,,1011.6,7.2,,,,
1999,1,24,13,,180,10.8,12.3,1.66,7.14,4.91,,1010.8,8.3,,,,
1999,1,24,14,,179,10.0,11.4,1.9,6.25,5.07,,1009.8,8.1,,,,
1999,1,24,15,,182,11.7,13.6,2.12,5.88,5.21,,1008.9,8.6,,,,
1999,1,24,16,,181,13.0,16.0,2.43,6.67,5.47,,1007.7,8.8,,,,
1999,1,24,17,,184,12.3,14.6,2.45,7.14,5.41,,1006.8,8.5,,,,
1999,1,24,18,,185,10.5,12.4,2.59,7.69,5.61,,1005.8,8.3,,,,
1999,1,24,19,,205,10.3,12.1,2.28,7.69,5.35,,1004.9,8.4,,,,
1999,1,24,20,,204,6.8,7.9,2.01,7.14,5.39,,1005.7,7.1,,,,
1999,1,24,21,,198,6.6,7.7,2.01,7.69,5.88,,1006.2,6.9,,,,
1999,1,24,22,,182,5.5,6.6,1.78,7.14,5.8,,1005.4,6.6,,,,
1999,1,24,23,,200,5.6,6.4,1.82,7.69,5.82,,1005.8,6.2,,,,
1999,1,25,0,,208,6.1,6.6,1.64,6.67,5.62,,1005.1,5.9,,,,
1999,1,25,1,,201,6.8,7.6,1.62,7.14,5.72,,1005.4,5.3,,,,
1999,1,25,2,,211,7.5,8.5,1.6,7.69,5.69,,1005.3,5.6,,,,
1999,1,25,3,,235,7.6,8.8,1.48,7.69,5.52,,1004.7,5.8,,,,
1999,1,25,4,,254,7.9,9.6,1.48,7.14,5.75,,1004.9,5.3,,,,
1999,1,25,5,,264,8.1,9.8,1.54,7.69,5.85,,1005.3,4.6,,,,
1999,1,25,6,,258,7.9,9.6,1.61,8.33,5.99,,1005.3,4.3,,,,
1999,1,25,7,,258,7.8,9.2,1.55,8.33,5.83,,1006.3,4.1,,,,
1999,1,25,8,,243,8.1,9.6,1.56,10.0,6.13,,1007.2,4.1,,,,
1999,1,25,9,,249,6.4,7.4,1.33,10.0,6.17,,1008.1,3.7,,,,
1999,1,25,10,,258,7.5,8.7,1.29,8.33,6.2,,1008.8,3.2,,,,
1999,1,25,11,,247,7.6,8.8,1.25,10.0,5.93,,1009.5,3.0,,,,
1999,1,25,12,,256,6.1,7.6,1.22,10.0,6.08,,1011.5,2.8,,,,
1999,1,25,13,,263,5.9,8.0,1.14,10.0,6.03,,1012.7,2.5,,,,
1999,1,25,14,,251,7.4,9.2,1.17,10.0,6.3,,1013.8,2.2,,,,
1999,1,25,15,,264,8.2,9.7,1.09,10.0,5.66,,1014.2,1.7,,,,
1999,1,25,16,,273,6.0,7.4,1.06,9.09,5.98,,1014.8,1.8,,,,
